Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00985,WO-00985,ACC-008,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Declan Ryan,2025-03-02 00:00:00,2025-03-03 08:27:19,32.46,Breached,0.0,0.0,Inverter Repaired,South
CASE-00986,WO-00986,ACC-015,Kildare Solar Park,Sensor Dropout,Medium,In Progress,Niamh Walsh,2024-11-11 00:00:00,,,Breached,460.77,39.17,,Fingal
CASE-00987,WO-00987,ACC-018,South Dublin Wind Site,Grid Curtailment Complaint,Low,Escalated,Aoife Kelly,2024-01-28 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00988,WO-00988,ACC-005,Wicklow Solar Park,Maintenance Request,High,In Progress,Sinéad Byrne,2025-04-30 00:00:00,,,Breached,0.0,0.0,,South
CASE-00989,WO-00989,ACC-013,Wicklow Solar Park,Maintenance Request,Low,Closed,Niamh Walsh,2024-09-28 00:00:00,2024-10-02 11:15:27,107.26,Breached,109.86,9.34,Scheduled Maintenance Done,South
CASE-00990,WO-00990,ACC-007,Kildare Solar Park,Meter Reading Issue,Low,Closed,Niamh Walsh,2024-08-21 00:00:00,2024-08-25 05:11:31,101.19,Breached,669.14,56.88,,Meath
CASE-00991,WO-00991,ACC-020,Kildare Solar Park,Sensor Dropout,Low,In Progress,Aoife Kelly,2024-02-22 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00992,WO-00992,ACC-017,South Dublin Wind Site,Maintenance Request,Critical,Closed,Ciarán Murphy,2025-05-06 00:00:00,2025-05-06 04:39:52,4.66,Breached,0.0,0.0,Grid Reconnected,Fingal
CASE-00993,WO-00993,ACC-005,Kildare Solar Park,Panel Soiling,Medium,In Progress,Ciarán Murphy,2024-06-23 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00994,WO-00994,ACC-003,South Dublin Wind Site,Inverter Failure,High,Open,Sinéad Byrne,2025-06-20 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00995,WO-00995,ACC-009,Wicklow Solar Park,Maintenance Request,Low,Closed,Sinéad Byrne,2025-01-24 00:00:00,2025-01-29 10:18:57,130.32,Breached,634.48,53.93,Meter Recalibrated,Meath
CASE-00996,WO-00996,ACC-014,Fingal Wind Farm,Meter Reading Issue,High,Open,Seán O'Brien,2024-05-31 00:00:00,,,Breached,0.0,0.0,,South
CASE-00997,WO-00997,ACC-011,South Dublin Wind Site,Inverter Failure,Medium,Escalated,Niamh Walsh,2024-09-05 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00998,WO-00998,ACC-017,Wicklow Solar Park,Sensor Dropout,Critical,Closed,Ciarán Murphy,2024-02-02 00:00:00,2024-02-02 02:44:17,2.74,Within SLA,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00999,WO-00999,ACC-009,Wicklow Solar Park,Grid Curtailment Complaint,High,Open,Ciarán Murphy,2024-04-22 00:00:00,,,Breached,611.38,51.97,,Kildare
CASE-01000,WO-01000,ACC-001,Fingal Wind Farm,Panel Soiling,Medium,Closed,Seán O'Brien,2024-07-14 00:00:00,2024-07-16 10:45:34,58.76,Breached,474.47,40.33,Meter Recalibrated,Kildare
